Credit_Limit,X2,X3,X4,Age,Pay_Status_Sep,Pay_Status_Aug,Pay_Status_Jul,X9,X10,X11,Bill_Sep,Bill_Aug,Bill_Jul,X15,X16,X17,Pay_Amt_Sep,Pay_Amt_Aug,Pay_Amt_Jul,X21,X22,X23,PD_Score,Decision,Expected_Loss
120000,1,1,2,27,0,0,0,0,0,0,20874,21930,22165,20502,19030,15119,1700,1500,700,1000,1000,1000,0.24461435059744494,APPROVE,13209.174932262027
20000,1,2,2,33,0,0,0,0,0,2,12518,12889,9638,8878,6474,2771,1300,1000,1000,500,0,0,0.5215513113605573,MANUAL REVIEW,4693.961802245016
100000,2,1,1,45,1,-1,-1,-2,-2,-2,0,5220,0,0,0,0,5220,0,0,0,0,0,0.4831824296431216,MANUAL REVIEW,21743.20933394047
50000,1,3,1,30,0,0,0,0,0,0,37208,38204,39243,40255,41057,41914,1615,1654,1666,1468,1517,1528,0.3869801783847283,MANUAL REVIEW,8707.054013656387
80000,2,2,2,22,0,0,0,0,0,0,76405,77043,79524,75773,29126,8671,2780,3745,1628,596,173,2114,0.24546143476688187,APPROVE,8836.611651607747
70000,2,3,1,46,0,0,0,2,2,2,11332,12093,13891,13371,14654,14271,1250,2000,0,1500,0,600,0.7381163567950553,REJECT,23250.66523904424
110000,2,1,2,27,0,0,0,0,0,0,113461,112026,111792,111936,112030,111975,4251,4218,4167,4238,4181,4246,0.27591147533090626,APPROVE,13657.61802887986
390000,2,3,1,58,-2,-2,-2,-2,-2,-2,1186,15523,0,609,0,0,15657,0,609,0,0,0,0.32410756909114774,MANUAL REVIEW,56880.87837549643
400000,2,2,1,45,-1,-1,-1,-1,-1,-1,9083,12641,15377,14757,44843,6622,12658,15384,14757,44843,6622,6309,0.11767004155424973,APPROVE,21180.607479764953
300000,1,2,1,41,0,0,0,0,-1,0,39260,29318,16703,16000,10154,10154,2052,3012,2048,10154,0,4589,0.17795908041851835,APPROVE,24024.47585649998
180000,2,2,1,24,0,0,-2,-1,-1,-2,6272,0,0,1000,2190,0,0,0,1000,2190,0,384,0.2910336299789866,APPROVE,23573.72402829791
200000,1,1,1,49,-1,-1,-1,-1,-1,-1,1377,528,216,1311,2842,0,792,216,1311,2842,0,623,0.25625198099992585,APPROVE,23062.678289993328
50000,2,2,1,37,0,0,0,0,0,-1,24380,23325,21940,20718,24048,5017,1366,1400,1200,5000,5017,71,0.3670324362851513,MANUAL REVIEW,8258.229816415904
50000,1,2,1,37,0,0,0,0,0,0,49045,50174,43647,19305,20025,18584,2000,2000,1000,1000,1000,1000,0.4407456176958471,MANUAL REVIEW,9916.77639815656
180000,2,3,2,27,-1,-1,-1,-1,-1,-1,3578,3898,0,715,4079,0,3898,0,715,6942,0,213,0.1544110934546679,APPROVE,12507.298569828103
230000,2,2,1,35,-1,-1,-1,-1,-1,0,7035,2954,13375,-10,8808,6632,2969,13441,0,8818,4,28,0.27992305848495186,APPROVE,28972.03655319252
80000,2,2,2,46,0,0,0,2,0,0,79812,80717,80366,74782,47767,49278,2854,7014,44,1693,4000,0,0.4984691689999662,MANUAL REVIEW,17944.890083998784
20000,2,2,2,22,2,0,0,0,0,0,20549,21301,22251,18040,18402,19118,1400,1300,1284,646,1000,836,0.8561507765645908,REJECT,7705.356989081318
230000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,0,0,1279,0,2794,0,0,1279,0,2794,0,0.3515387401481958,MANUAL REVIEW,36384.259605338266
50000,2,2,2,26,1,2,2,0,0,0,50867,51486,48869,30115,29527,29998,1710,136,1206,2002,2005,3003,0.7226035461786621,REJECT,16258.579789019897
160000,2,2,2,29,2,2,-1,-1,-1,-1,1989,-8,866,0,892,0,0,874,0,892,0,594,0.6466351213400975,REJECT,46557.72873648701
30000,2,2,2,22,0,0,0,0,0,0,30719,30123,30112,26763,22303,24397,1900,1626,1267,766,10000,919,0.46240260025689134,MANUAL REVIEW,6242.435103468033
460000,1,4,1,35,-2,-1,-1,-1,-1,-2,0,737,4856,6696,1327,0,737,4872,6696,1327,0,1782,0.16572878817426315,APPROVE,34305.85915207247
340000,1,1,2,29,0,0,0,0,0,0,277140,272579,271986,227152,221218,159462,10000,13012,8008,8343,9463,196000,0.3196316082507206,MANUAL REVIEW,48903.63606236026
90000,2,1,2,28,-1,-1,-1,0,0,0,866,148,377,4229,6109,8832,148,377,4000,2109,2832,316,0.3808401498696732,MANUAL REVIEW,15424.026069721765
40000,2,3,1,43,-1,-1,-1,2,0,0,780,177,1583,1020,630,240,177,1583,0,0,0,1080,0.6829799154120403,REJECT,12293.638477416725
70000,2,3,2,24,0,0,0,0,0,0,5633,6646,7665,8836,9532,9730,1114,1133,1304,1000,351,2523,0.42891296229426523,MANUAL REVIEW,13510.758312269356
260000,1,1,2,30,-1,-1,-1,-1,-1,-1,399,399,399,399,399,399,399,399,399,399,399,399,0.4270415794867351,MANUAL REVIEW,49963.86479994801
30000,1,3,2,23,2,2,2,2,2,2,10732,20501,20831,21231,20589,31018,10000,1000,1000,0,13000,0,0.9189530976355668,REJECT,12405.866818080152
640000,2,2,2,39,0,0,0,0,0,0,119887,123223,119211,118722,105197,93921,10000,10000,10535,15000,5000,13627,0.05538533903896909,APPROVE,15950.9776432231
50000,2,2,1,39,0,0,0,0,0,0,22187,23755,21772,22541,22871,23989,5000,2049,5000,1500,1500,3000,0.2383875835869436,APPROVE,5363.720630706231
110000,2,1,2,27,0,0,0,0,0,-1,8086,8848,9283,8950,8943,333,1232,1000,0,326,333,12425,0.5153484974995144,MANUAL REVIEW,25509.750626225963
140000,2,2,2,26,-1,0,0,0,0,0,9589,78122,79327,117859,120556,122894,70000,3100,40000,4600,4500,4800,0.12671357723442736,APPROVE,7982.955365768924
160000,2,5,2,52,0,0,0,0,0,0,157018,135516,117895,86943,23433,20000,5000,5000,2200,500,1000,0,0.5896625909830737,MANUAL REVIEW,42455.70655078131
50000,2,2,1,23,0,0,0,0,0,0,5215,6232,7251,8326,9184,10031,1106,1125,1200,1000,1000,1000,0.48451011025507523,MANUAL REVIEW,10901.477480739193
250000,2,1,1,37,0,0,0,0,0,0,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122,0.23263783655170236,APPROVE,26171.756612066518
100000,2,2,2,24,0,0,0,0,0,0,65744,67050,68456,69849,71240,72736,2398,2485,2532,2549,2643,3000,0.20527071363612154,APPROVE,9237.18211362547
20000,2,2,2,22,0,0,0,0,0,0,16001,12622,13221,13130,14034,14906,1212,1201,500,1500,1500,1000,0.47675682560336086,MANUAL REVIEW,4290.811430430248
30000,2,2,2,36,0,0,0,0,0,0,11896,12990,14073,15131,15579,16175,1600,1600,1600,1000,1000,1000,0.44439363382850616,MANUAL REVIEW,5999.314056684833
400000,2,2,2,41,-2,-2,-2,-2,-2,-2,43672,678,330,330,330,330,678,330,330,330,330,330,0.18744421512399798,APPROVE,33739.958722319636
120000,2,3,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.6221744251793092,REJECT,33597.4189596827
240000,2,3,1,32,-1,-1,-1,-1,-1,0,1386,1207,1357,1559,23506,21532,1207,1357,1559,23506,1603,1407,0.251979976203195,APPROVE,27213.837429945062
50000,1,1,2,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.5906546986693892,MANUAL REVIEW,13289.730720061258
100000,1,2,2,25,-1,-1,-1,-1,-1,-1,416,416,0,416,416,1850,416,0,832,416,1850,0,0.4871120383528111,MANUAL REVIEW,21920.041725876497
200000,2,1,2,29,-1,-1,-1,-1,-2,-1,8972,0,65,0,0,5162,0,65,0,0,5162,0,0.3262583223061802,MANUAL REVIEW,29363.24900755622
360000,1,1,2,34,-1,2,0,0,0,-2,9,9,2009,1029,0,0,0,2000,0,0,0,399,0.5009934660263083,MANUAL REVIEW,81160.94149626195
200000,1,2,2,39,0,0,0,0,0,0,15138,16396,6989,6619,7362,7252,1513,1106,335,845,1513,413,0.31008696554085585,MANUAL REVIEW,27907.82689867703
90000,1,2,2,25,0,0,0,0,0,0,91151,88937,91097,52285,46430,47404,3453,3868,1960,1658,1718,2200,0.3502022854343182,MANUAL REVIEW,14183.192560089889
50000,1,2,1,38,1,2,0,0,0,0,58102,59011,56272,53663,51507,50616,2500,2500,2000,2000,3200,2000,0.6576490294579005,REJECT,14797.103162802761
260000,2,2,2,33,2,2,2,0,0,0,258150,265961,258903,131150,214180,153755,20485,27,2914,159658,5592,5837,0.8759445979381191,REJECT,102485.51795875994
110000,1,3,2,29,0,0,0,0,0,2,64351,64739,75697,86483,97054,105553,1415,12182,12201,12403,10350,3000,0.17738058168117948,APPROVE,8780.338793218385
100000,1,2,2,23,-1,-1,-1,-1,-1,-1,291,291,291,291,291,291,291,291,291,291,291,291,0.5094322931474788,MANUAL REVIEW,22924.45319163655
200000,1,2,2,29,2,2,2,2,2,2,172325,174082,177684,180259,183704,186507,6000,8000,7000,6500,6000,5600,0.8715180664692643,REJECT,78436.62598223379
180000,2,2,2,43,-1,-1,-1,-1,-1,0,543,-535,2145,12532,655,390,0,3212,12532,655,157,2063,0.37191894983516566,MANUAL REVIEW,30125.43493664842
340000,2,1,1,30,0,0,0,0,0,0,351828,280067,259651,243094,223907,216912,30076,25118,20085,10041,8184,6626,0.09264128382474218,APPROVE,14174.116425185553
90000,2,3,2,26,0,-1,0,0,0,-1,3268,6745,3402,8652,5381,7190,6745,1131,5381,4,7190,0,0.3070733158115211,MANUAL REVIEW,12436.469290366605
50000,1,3,1,43,0,0,0,0,0,0,27620,28923,29955,30666,31275,31940,1767,1799,1510,1119,1169,2000,0.37232734221128744,MANUAL REVIEW,8377.365199753967
20000,1,2,1,47,0,0,0,2,2,2,10628,11650,14252,13678,15041,14751,1200,2800,0,1500,0,1000,0.7504901119754068,REJECT,6754.411007778661
90000,1,2,1,44,2,0,0,0,0,0,58395,59559,61640,62793,63493,67204,2134,3043,3000,2300,4506,15490,0.8933524552714138,REJECT,36180.77443849226
300000,2,2,2,26,0,0,0,0,0,0,63425,50294,38235,29944,26259,26288,3005,2691,2400,1000,1000,859,0.12229907374255244,APPROVE,16510.37495524458
80000,1,2,2,39,3,2,0,0,0,0,75635,73830,74968,23867,23130,0,0,2968,1867,463,0,0,0.8077940772818686,REJECT,29080.58678214727
50000,1,2,2,30,0,0,0,0,0,0,47110,48447,48345,20079,20656,19818,2401,1735,700,876,711,701,0.40765136865938933,MANUAL REVIEW,9172.15579483626
10000,2,2,2,26,0,0,0,0,0,0,6346,7364,8374,8540,8719,8905,1129,1139,305,316,331,303,0.5996629071463998,MANUAL REVIEW,2698.483082158799
200000,2,3,1,42,-1,-1,-1,-1,-1,-1,858,1406,3673,0,150,609,1406,3673,0,150,609,939,0.4128357447839774,MANUAL REVIEW,37155.217030557964
210000,2,2,1,45,0,0,0,0,0,0,209495,213691,214177,192223,125412,113281,8000,10730,7100,4052,4000,3300,0.2707556172971725,APPROVE,25586.4058345828
500000,2,2,1,36,0,0,0,0,0,0,352986,352870,350017,347410,337015,332360,13016,13172,15200,12000,13617,13000,0.29139704866800575,APPROVE,65564.33595030129
70000,1,3,2,53,0,0,0,0,0,0,9928,11259,12262,17046,17618,18321,1497,1500,5000,1000,1000,1000,0.43130341729657945,MANUAL REVIEW,13586.057644842253
160000,1,2,2,28,1,2,2,2,2,2,162761,164692,159948,161469,162129,154704,6000,14,12000,6000,0,11318,0.7608021715912159,REJECT,54777.756354567544
50000,1,1,3,37,0,0,2,0,0,0,45553,49457,47080,45833,45310,6313,6324,0,1200,1000,126,1000,0.40412182497103066,MANUAL REVIEW,9092.74106184819
100000,2,3,1,29,4,3,2,0,0,-1,175441,153992,132132,114431,116766,95961,0,0,0,2335,102075,0,0.8037362515239383,REJECT,36168.13131857723
120000,2,2,1,31,0,0,0,0,2,2,46736,75853,79570,106523,108614,107519,30000,5000,30000,3900,4000,3800,0.656163029260201,REJECT,35432.80358005086
80000,1,2,3,40,0,0,0,0,0,0,72185,76854,72408,72832,46473,50329,12660,4573,3500,2000,5000,2000,0.2737144969759816,APPROVE,9853.721891135338
240000,2,1,2,34,-1,-1,-2,-2,-2,-2,4970,0,0,0,0,0,0,0,0,0,0,0,0.43421231411259076,MANUAL REVIEW,46894.9299241598
150000,2,2,1,40,-1,-1,-1,-1,-1,-1,16019,0,7937,3307,2894,0,0,7937,3307,2894,0,0,0.21397362062818287,APPROVE,14443.219392402345
140000,2,2,1,38,0,0,2,0,0,0,84539,96604,90785,95736,95912,97070,18000,0,10000,5000,6000,6000,0.3885050139472358,MANUAL REVIEW,24475.815878675858
200000,1,2,1,41,1,2,2,2,2,-1,11201,1383,976,1126,563,413,980,0,563,0,413,2513,0.7396363099942929,REJECT,66567.26789948635
50000,1,3,1,47,1,3,2,0,0,-1,4759,4540,4284,2946,1473,1473,0,0,0,0,1473,1473,0.7489498073780285,REJECT,16851.37066600564
20000,1,2,1,55,0,0,0,0,0,0,15793,16823,17848,27843,19352,19938,1300,1302,1320,1137,1000,510,0.498888547608816,MANUAL REVIEW,4489.996928479344
260000,2,1,1,40,-1,-1,-1,-1,-1,-1,63273,49857,75036,96787,16576,6844,49857,75038,96793,16576,6844,8954,0.057733806627842096,APPROVE,6754.855375457525
200000,2,3,3,45,-1,-1,-1,-1,-1,-1,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,0.13308247233860007,APPROVE,11977.422510474005
50000,1,2,2,25,-1,3,2,0,0,0,10695,10386,9993,9993,15300,0,0,0,200,5307,0,0,0.6379130058533856,REJECT,14353.042631701177
210000,1,2,1,42,0,0,0,0,0,0,88498,168938,79989,69800,54256,48256,3555,2253,1404,1085,1652,5595,0.3106993381136744,MANUAL REVIEW,29361.087451742234
180000,2,2,1,39,-1,-1,0,-1,0,0,2569,11662,11867,8111,6312,3739,11662,6003,8111,273,3739,6547,0.2031670181988626,APPROVE,16456.52847410787
270000,2,1,1,44,-2,-2,-2,-2,-2,-2,-106,2894,25417,3839,1794,2459,3000,25500,4000,2000,2459,10000,0.17715012036991076,APPROVE,21523.73962494416
240000,1,1,2,57,0,0,0,0,0,0,224041,238077,245387,248945,224776,11567,18800,12000,10000,20019,3000,9000,0.20407737381952923,APPROVE,22040.356372509155
20000,1,1,1,44,0,0,0,0,0,0,17974,32768,16057,14189,13265,12214,2000,1506,1000,800,1000,1000,0.3495505660043249,MANUAL REVIEW,3145.955094038924
10000,2,2,1,29,0,0,0,0,0,0,7170,8158,9593,10104,9923,8032,1500,2000,1000,313,356,3000,0.4243323502807133,MANUAL REVIEW,1909.4955762632098
320000,2,2,1,37,2,2,2,2,2,2,289260,297888,304025,308421,315291,310339,14500,12001,10500,13000,1,120021,0.865859956313817,REJECT,124683.83370918964
80000,1,3,2,27,0,0,0,0,0,0,58323,60741,62813,65151,66568,70168,4000,3662,4000,2500,4509,2309,0.20957370924094326,APPROVE,7544.653532673958
50000,2,2,1,27,0,0,0,0,0,0,45632,42750,39776,33164,34781,30231,1837,2500,1390,2007,2000,2000,0.38444259468642766,MANUAL REVIEW,8649.958380444623
90000,2,3,1,33,2,2,2,2,2,2,75619,77116,78252,78470,81056,82572,3300,3000,2100,4000,3001,3100,0.9109465856438069,REJECT,36893.33671857418
360000,2,2,1,33,-2,-2,-2,-2,-2,-2,0,0,3240,1943,0,0,0,3240,1943,0,0,0,0.35106420792176923,MANUAL REVIEW,56872.40168332662
280000,2,1,2,62,2,2,2,2,2,2,2500,2500,2500,2500,2500,2500,0,0,0,0,0,0,0.9413172086477455,REJECT,118605.96828961594
90000,2,2,1,50,0,0,-1,0,0,2,72840,0,13009,17405,20115,19655,0,13009,4627,3000,0,3000,0.2928525601278961,APPROVE,11860.528685179794
160000,1,3,1,33,0,0,0,0,-2,-2,25058,20624,16280,0,0,0,1344,1000,0,0,0,0,0.31426404986680573,MANUAL REVIEW,22627.01159041001
10000,2,3,1,24,0,0,0,0,0,0,8283,8754,9436,5856,6059,5999,1500,1246,210,298,120,0,0.5842169228544906,MANUAL REVIEW,2628.9761528452077
60000,1,3,2,24,0,0,0,0,0,0,17054,16963,17298,17889,17847,17827,1600,1300,1277,625,644,639,0.3422399305942414,MANUAL REVIEW,9240.478126044518
300000,1,1,1,38,-1,-1,-2,-2,-2,-2,2285,0,0,0,0,0,0,0,0,0,0,0,0.4049678722286027,MANUAL REVIEW,54670.66275086137
70000,1,2,2,62,1,2,0,0,0,2,24635,23020,22496,22070,22101,20724,1100,1703,1000,1800,0,900,0.6905817034221658,REJECT,21753.323657798224
30000,1,3,1,32,0,0,0,0,0,-1,28292,30494,28317,16454,450,1400,3000,1431,483,0,700,0,0.4985676611402431,MANUAL REVIEW,6730.663425393282
120000,2,1,2,25,0,0,0,-1,0,-1,11431,6857,6865,8209,4825,4322,6000,3147,12000,4000,5000,1759,0.13136275167845793,APPROVE,7093.5885906367275
210000,2,2,1,36,0,0,0,0,-1,0,4879,5373,6811,10161,2922,1461,3000,3000,5000,2922,0,1461,0.2858062383253109,APPROVE,27008.68952174188
50000,1,3,2,28,1,-1,-1,0,-1,-1,-9802,99,103,249,386,11504,10000,103,245,386,11504,2000,0.19809276481846957,APPROVE,4457.087208415565
400000,2,1,1,28,-1,-1,2,0,0,0,6500,405016,391178,392932,394410,410127,405016,0,14000,13560,28000,0,0.3568145526932092,MANUAL REVIEW,64226.61948477766
30000,2,2,1,56,0,0,0,2,0,0,10232,11564,14099,13580,13657,16356,1510,3042,0,600,2942,600,0.5154676071701125,MANUAL REVIEW,6958.812696796519
80000,2,2,1,55,0,0,0,0,0,0,79816,29536,28870,25049,23881,23668,1600,1514,1505,1005,2026,2000,0.3525254181260161,MANUAL REVIEW,12690.91505253658
60000,2,2,1,43,0,0,0,0,0,0,60788,61005,60164,31211,30374,30432,2500,3001,3003,2000,2001,2000,0.3776420508837144,MANUAL REVIEW,10196.33537386029
30000,1,3,1,47,0,0,0,0,0,0,28923,29803,25373,23231,23913,21120,1586,1365,1663,5106,1050,0,0.4934393812731806,MANUAL REVIEW,6661.431647187937
200000,1,1,1,43,0,0,-1,0,0,0,202225,-4359,190829,96686,100131,102467,1029,200000,10000,5000,4000,4000,0.19428270738269804,APPROVE,17485.443664442824
30000,1,3,2,42,0,0,2,0,0,-1,27742,31130,29105,58840,28840,1319,4600,0,1060,1091,1319,565,0.38572947475046787,MANUAL REVIEW,5207.347909131316
500000,2,1,1,38,0,0,0,2,-1,-1,54787,72780,48785,16025,19120,11461,20015,1670,0,19120,11461,18038,0.26593510230767947,APPROVE,59835.39801922788
150000,1,1,2,30,2,2,2,2,2,2,17352,21338,20304,21585,20718,22813,5000,0,2000,0,3000,0,0.9160959257733661,REJECT,61836.47498970221
60000,2,2,1,35,0,0,0,0,0,3,20163,21517,22860,25154,29387,30607,2000,2000,3000,5000,2000,6000,0.5043148839532556,MANUAL REVIEW,13616.5018667379
80000,2,2,1,36,-1,-1,-1,-1,-1,-1,2741,9266,1125,4380,2210,1150,9266,1125,4401,2210,1150,390,0.32724381335613195,MANUAL REVIEW,11780.777280820752
80000,2,1,2,24,0,0,0,-1,-1,0,42377,32482,20782,11632,64989,62392,2008,1000,11632,64989,1470,5027,0.26665545831014925,APPROVE,9599.596499165375
50000,1,3,2,44,0,0,0,2,0,0,49911,50525,51463,49952,19584,19080,1762,4800,0,837,700,1000,0.5426946705203054,MANUAL REVIEW,12210.630086706873
200000,1,3,2,55,0,0,0,0,0,0,195507,182942,176158,159556,162943,156612,7048,6000,6000,5800,6000,6000,0.16105971743321282,APPROVE,14495.374568989153
100000,1,3,1,44,-1,-1,-1,-1,-1,-1,780,0,390,390,390,390,0,390,390,390,390,390,0.5822414382270089,MANUAL REVIEW,26200.8647202154
200000,1,1,1,46,0,0,0,0,0,0,53643,54300,55039,55712,56421,57203,1765,1828,1811,1816,1880,4123,0.20556949842528663,APPROVE,18501.2548582758
90000,2,2,1,32,1,2,2,2,2,2,85997,83779,88577,86365,91105,89347,0,7200,0,6200,24,3300,0.8000053984099194,REJECT,32400.218635601737
50000,2,1,2,24,2,0,0,0,0,0,43878,42490,36540,16077,12134,12389,2068,2065,1246,450,451,475,0.8864686225699393,REJECT,19945.544007823635
500000,1,1,1,48,0,0,0,0,0,0,107595,109605,113409,114191,117285,120388,5000,5571,4152,5000,5000,5000,0.084681624752658,APPROVE,19053.36556934805
260000,1,1,1,40,-1,-1,-1,-1,-1,-1,524,248,552,0,80,121,248,552,0,80,121,219,0.4874608036857684,MANUAL REVIEW,57032.914031234905
200000,2,1,1,37,-1,-1,0,-1,0,0,1382,23942,18143,11770,22155,13235,23994,10112,11770,12155,3000,30075,0.24368146931051757,APPROVE,21931.332237946583
160000,1,3,1,33,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0.5830583602417958,MANUAL REVIEW,41980.20193740929
50000,1,2,1,38,0,0,0,0,0,0,25809,14888,20803,18395,18386,18420,2000,20000,700,665,727,505,0.13284083279497091,APPROVE,2988.9187378868455
10000,2,2,2,23,0,0,0,0,2,0,8536,8617,7902,9166,8885,9185,1117,1302,1566,0,429,182,0.6630574551164525,REJECT,2983.7585480240364
200000,2,2,2,26,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.5296004512432617,MANUAL REVIEW,47664.04061189356
50000,1,3,2,42,2,0,0,0,0,2,4864,5876,6898,7910,8681,8397,1252,1274,1286,1057,0,306,0.8967734353435637,REJECT,20177.402295230186
60000,1,2,2,29,0,0,0,0,0,0,50901,54050,54555,15177,16610,16821,4000,2500,2000,2000,628,3525,0.4088579709062208,MANUAL REVIEW,11039.165214467961
100000,2,2,2,30,0,0,2,-1,0,0,2419,3123,177,1170,390,0,2177,0,1170,0,0,19760,0.5890270471165487,MANUAL REVIEW,26506.217120244695
50000,1,2,1,31,1,2,0,0,0,0,51203,50110,51066,50737,50827,50856,0,2100,1800,1900,2100,1800,0.6541111837427025,REJECT,14717.501634210805
200000,1,3,2,33,0,0,0,0,0,-1,223147,211336,200691,136379,17000,36932,8376,8589,6137,2300,18649,616,0.39510593328754073,MANUAL REVIEW,35559.533995878664
50000,2,2,1,39,1,2,2,2,2,2,16983,16413,21128,20492,30079,29460,0,5000,0,10000,0,10000,0.7987078153079772,REJECT,17970.925844429486
390000,2,1,2,29,-2,-2,-1,-1,-1,-1,0,0,1630,1871,2400,3480,0,1630,1871,2400,3480,1600,0.261338562236026,APPROVE,45864.91767242256
20000,1,2,1,38,0,0,0,0,2,0,6715,7736,8745,9394,9101,9282,1287,1296,945,0,481,829,0.6757505374211061,REJECT,6081.754836789955
30000,2,2,2,52,0,0,0,0,2,0,19629,20639,22302,23208,21822,16624,1340,2000,1800,0,641,463,0.4449528468426724,MANUAL REVIEW,6006.863432376077
30000,2,2,1,42,0,0,0,0,0,0,47912,25023,25768,26410,27960,46254,1755,1500,1000,1909,1000,2000,0.451985951464406,MANUAL REVIEW,6101.810344769481
180000,2,1,2,33,0,0,0,0,0,0,18205,22876,26930,29530,47722,2500,5000,5000,3000,0,0,2598,0.16519857081132638,APPROVE,13381.084235717439
20000,1,2,2,38,1,3,2,2,0,0,26288,23822,22922,22140,19170,17170,0,1500,18,2383,0,0,0.7398601417711747,REJECT,6658.7412759405715
150000,2,2,2,28,0,0,0,0,0,0,62122,46576,43583,45569,46533,47653,2000,2500,3000,2000,2000,3000,0.15037724889687965,APPROVE,10150.464300539375
30000,1,2,2,23,0,0,0,0,0,0,27044,28384,29037,29667,29669,29995,2000,1427,1291,1029,1229,549,0.3929357130881466,MANUAL REVIEW,5304.6321266899795
80000,2,1,1,35,-1,-1,-2,-2,-1,-1,1000,0,0,0,490,707,0,0,0,490,707,450,0.41497713201203157,MANUAL REVIEW,14939.176752433137
50000,2,1,2,25,0,0,0,2,0,0,50673,47278,44993,36782,30442,29636,2500,4000,0,1200,1250,1300,0.44088429798597223,MANUAL REVIEW,9919.896704684375
200000,1,3,1,40,2,0,0,2,2,2,91368,92989,99704,101169,103401,109831,4000,8300,4000,4000,8300,0,0.9271566215804434,REJECT,83444.09594223992
180000,2,1,1,46,-1,-1,-1,-1,-1,-1,9509,15419,14188,11926,9718,34322,16359,14293,11949,9737,34449,25691,0.08678534305016655,APPROVE,7029.612787063491
320000,2,2,2,24,-1,-1,-1,0,-1,-1,44500,51257,54659,35196,71244,35299,51334,54726,103,71404,35448,47699,0.0349887911185187,APPROVE,5038.385921066692
500000,1,1,2,51,0,0,0,0,0,0,79461,75952,77726,79494,83150,85805,3000,3000,4000,5000,4000,4000,0.1230915187380404,APPROVE,27695.591716059094
110000,1,1,2,40,0,0,0,0,0,0,101781,101811,105848,103018,42298,43464,3700,5700,3100,2000,2000,1700,0.28780357771780407,APPROVE,14246.277097031301
240000,2,1,2,30,-2,-2,-2,-2,-2,-2,0,0,2999,0,0,0,0,2999,0,0,0,0,0.42017376092969694,MANUAL REVIEW,45378.76618040727
310000,2,2,1,32,0,0,0,0,0,0,69886,70950,71403,69478,53786,52791,2177,2216,1879,1563,2000,1539,0.11440443951280904,APPROVE,15959.419312036862
110000,2,2,1,36,1,2,0,0,2,2,10448,10144,14516,19396,9298,14116,0,5000,5000,0,5000,0,0.7945799673821519,REJECT,39331.70838541652
30000,1,2,1,39,0,0,0,0,0,0,29493,30346,28777,27962,26306,28994,2006,1500,3000,3000,9000,2000,0.4142850639847608,MANUAL REVIEW,5592.848363794271
20000,2,3,1,44,-2,-2,-2,-2,-1,-1,836,390,390,390,1487,3560,390,390,390,1487,3560,15000,0.4917786221788095,MANUAL REVIEW,4426.0075996092855
240000,2,1,2,29,0,0,0,0,0,0,191059,197548,203823,216971,223048,228755,10000,10000,17000,10000,10000,8000,0.1638515041590416,APPROVE,17695.96244917649
50000,2,2,2,37,1,2,2,2,2,2,14008,13493,17259,16684,18017,17581,0,4000,0,1600,0,3000,0.8337433532403961,REJECT,18759.225447908913
50000,2,1,1,41,0,0,0,0,0,0,47739,47481,47066,44367,27496,27677,2000,1817,2000,1500,1001,1010,0.3515008311286452,MANUAL REVIEW,7908.768700394518
300000,2,1,2,28,-1,-1,-1,-1,0,0,16094,2259,0,12880,14895,9386,2259,0,12880,2500,200,280,0.11916449604688541,APPROVE,16087.20696632953
150000,1,2,1,31,-2,-2,-2,-2,-2,-2,500,15338,0,0,650,1430,15338,0,0,650,1430,1200,0.3073907362162759,MANUAL REVIEW,20748.87469459862
260000,1,3,1,49,-2,-2,-2,-1,-1,-2,8654,15260,6790,10070,585,435,15328,6914,10098,585,435,427,0.13354237796349286,APPROVE,15624.458221728664
90000,2,2,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,3500,0.5982152966771112,MANUAL REVIEW,24227.719515423
60000,1,2,2,25,2,2,2,0,0,0,36090,22083,15444,13695,17598,17472,2017,5,1000,5000,1000,603,0.8815521290016817,REJECT,23801.907483045405
80000,2,2,2,25,0,0,0,0,0,0,36808,38190,39571,40775,40592,20650,2000,2000,1867,1784,1050,0,0.22815876580626412,APPROVE,8213.715569025508
180000,2,1,1,46,0,0,-2,-2,-2,-2,184650,0,0,0,0,0,0,0,0,0,0,0,0.29396833867203426,APPROVE,23811.435432434773
230000,2,2,2,28,-1,-1,-1,-1,-1,-1,2454,1197,4556,4316,4316,4316,1197,4566,4316,4316,4316,4316,0.4146743418569803,MANUAL REVIEW,42918.79438219746
350000,1,3,1,44,-1,-1,-1,-1,-1,-1,266692,3551,33112,2341,63698,38355,3569,33276,2353,64017,38546,435,0.20292200583490727,APPROVE,31960.2159189979
150000,1,2,2,27,0,0,0,0,0,0,84034,81537,78407,73688,56995,52887,5065,20028,3152,2025,5211,10061,0.1037015691065967,APPROVE,6999.8559146952775
